app_text,job_uids,num_jobs,first_occurrence_tst_created
extract actionable insights from customer datasets and recommend data-driven business opportunities to support strategic decision-making.,1f26d538-dfb8-409d-8f9a-2a6818e8c18b,1,2017-06-28 18:13:06+02:00
extract actionable performance insights from uefa datasets for decision makers.,c9ac2369-88c6-42a7-8f28-af45cd68e356,1,2023-11-22 19:16:21.510000+01:00
extract and classify structural features from 3-d scans of objects using computer-vision algorithms.,6a787c58-6206-4e51-9243-5aebd08b8ff3,1,2022-10-06 09:23:53.002000+02:00
extract and consolidate structured and unstructured data from apis and webpages into a standardized machine-readable dataset.,c236c088-36f4-4b66-9871-e1e3bded16da,1,2023-11-10 20:34:52.196000+01:00
extract and rank business-relevant insights from quantitative datasets for automatic inclusion in stakeholder dashboards.,d8a4820d-a7ad-435b-8526-82902a9c30ad,1,2017-04-27 13:57:05+02:00
extract and summarize statistical metrics from unstructured datasets into structured reports.,39f6729e-c13d-4c9c-9310-8ff6812519e8,1,2021-06-11 12:33:23.649000+02:00
"extract key customer attributes from structured databases and unstructured text sources into a unified, queryable customer profile.",653fa515-c53e-4739-b9cc-6859a171e8b4,1,2019-08-26 04:20:06.910000+02:00
extract key market indicators from structured and unstructured market data.,653fa515-c53e-4739-b9cc-6859a171e8b4,1,2019-08-26 04:20:06.910000+02:00
extract key objects and their bounding boxes from each image and output them as structured metadata json.,39f6729e-c13d-4c9c-9310-8ff6812519e8,1,2021-06-11 12:33:23.649000+02:00
"extract named entities, topics, and sentiment from unstructured text to populate a structured insights report.",d8a4820d-a7ad-435b-8526-82902a9c30ad,1,2017-04-27 13:57:05+02:00
extract quantitative metrics on tooth morphology and pathology from dental images to support research and development teams.,313accd4-b7c6-4ac7-b898-cd174ea9c3b0,1,2018-11-20 10:38:34.366000+01:00
extract quantitative morphology and composition metrics from sem datasets for materials characterization reporting.,abe39638-9d6a-46d9-842f-00ab50ba9056,1,2024-05-06 17:07:49.272000+02:00
extract structured anatomical features and quantitative measurements from imaging data using computer-vision models.,c082ae47-ff0b-494c-85dc-6f9eef5f7cef,1,2018-11-20 17:19:48.961000+01:00
extract structured information and semantic metadata from unstructured text documents.,8d108c53-9348-4cef-9bb6-ccaed7e79abb,1,2018-02-22 14:58:46.658000+01:00
"extract, compile, and distribute short video clips highlighting key match incidents to officials for review and training.",f37220a2-376d-4d5c-9791-209d92aa8f75,1,2023-12-21 14:19:45.929000+01:00
"extract, transform, and load data from heterogeneous source systems into a centralized data warehouse",8ecadb6f-b6b9-4e7a-86be-6898501fce45,1,2025-04-14 21:01:50.632000+02:00
"extract, transform, and load structured and unstructured data into the target data warehouse according to predefined schemas.",5663ed9c-d91f-4509-a887-6fd4c0f0289c,1,2020-09-07 00:34:21.854000+02:00
flag anomalous readings in real-time energy data streams to identify potential data errors.,8ebecf5e-9efe-48f5-a650-c9a553b714b6,1,2024-06-26 21:44:24.401000+02:00
flag anomalous records within real-time energy data streams.,fe2ec994-3665-44dd-a540-6c1ba96c29eb,1,2024-09-13 12:46:32.673000+02:00
flag potential match incidents with precise timestamps and suggested camera angles for referee review,b9d1f851-a559-431e-bced-2e7f0da83287,1,2023-02-03 16:17:06.833000+01:00
flag time-stamped instances of potential officiating errors detected across synchronized multi-camera video streams.,f37220a2-376d-4d5c-9791-209d92aa8f75,1,2023-12-21 14:19:45.929000+01:00
forecast and rank imminent trajectory conflicts between unmanned aerial vehicles within controlled airspace to inform separation commands.,11e87048-f3c5-4cd7-beda-b4ad26c61d25,1,2019-02-19 23:46:33.843000+01:00
forecast client-specific outcomes from historical data,36672d2b-c0ce-4bdf-a8e9-480f59c4760e,1,2018-02-22 14:58:46.658000+01:00
forecast complex patterns and their future outcomes from input data using deep learning models.,79dd79ae-a7c2-4db0-8b72-17c626c26cbe,1,2019-06-27 21:42:07.276000+02:00
forecast department-specific business metrics to produce cross-departmental performance reports,69eb4346-50d7-4525-afad-496602c3a611,1,2016-10-07 12:07:20+02:00
forecast each client’s future revenue growth and rank clients by projected value,36672d2b-c0ce-4bdf-a8e9-480f59c4760e,1,2018-02-22 14:58:46.658000+01:00
forecast expected betting metrics for upcoming events using regression-based predictive models.,e5370c08-41c6-4a22-a409-3f00b63f3e75,1,2024-01-10 09:31:18.412000+01:00
forecast expected match metrics for each upcoming game using regression-based predictive models.,e5370c08-41c6-4a22-a409-3f00b63f3e75,1,2024-01-10 09:31:18.412000+01:00
forecast future business or customer outcomes using predictive models.,653fa515-c53e-4739-b9cc-6859a171e8b4,1,2019-08-26 04:20:06.910000+02:00
forecast future business performance metrics aligned to each client’s specified goals using trained predictive models.,4d3c7506-5753-44af-87ad-f374954db900,1,2019-06-27 00:35:00.581000+02:00
forecast future business performance metrics and recommend optimal operational actions using integrated big-data inputs.,988d98c6-7cd2-4dc0-a0fc-882635c21762,1,2018-11-08 15:54:08.405000+01:00
forecast future cargo traffic volumes and capacity requirements for civil aviation routes.,c1897ce0-af70-4802-a60d-ef94ccb60adc,1,2022-02-24 06:54:49.995000+01:00
"forecast future civil aviation passenger volumes by route, airport, and time period.",c1897ce0-af70-4802-a60d-ef94ccb60adc,1,2022-02-24 06:54:49.995000+01:00
forecast future demand and recommend optimal operational actions from enterprise-scale data streams to support data-driven decision making.,988d98c6-7cd2-4dc0-a0fc-882635c21762,1,2018-11-08 15:54:08.405000+01:00
forecast future freight traffic volumes across transportation routes using historical shipment data and relevant external variables.,86815f19-7f14-4fa4-b28c-60935bf619c0,1,2022-03-03 04:51:00.274000+01:00
forecast future key business metrics using deep learning models.,4d3c7506-5753-44af-87ad-f374954db900,1,2019-06-27 00:35:00.581000+02:00
forecast future metric values based on historical time-series data.,39f6729e-c13d-4c9c-9310-8ff6812519e8,1,2021-06-11 12:33:23.649000+02:00
forecast future national civil-aviation passenger and cargo traffic volumes over specified time horizons.,c1897ce0-af70-4802-a60d-ef94ccb60adc,1,2022-02-24 06:54:49.995000+01:00
forecast future numerical values for key business metrics over specified time horizons,bb043b39-2e3c-47ff-a720-a20ad70c2d69,1,2018-11-19 10:28:52.665000+01:00
forecast future numerical values for specified metrics,34b55766-eccf-4834-88a3-bef5e91db810,1,2021-06-10 21:33:50.997000+02:00
forecast future operational performance indicators from historical company data streams.,988d98c6-7cd2-4dc0-a0fc-882635c21762,1,2018-11-08 15:54:08.405000+01:00
forecast future outcomes and recommend optimal actions from raw datasets.,f2d4be67-0a3c-4b08-bf0e-f9c1c292db52,1,2018-02-22 14:50:42+01:00
forecast future overall traffic volumes from historical traffic data.,86815f19-7f14-4fa4-b28c-60935bf619c0,1,2022-03-03 04:51:00.274000+01:00
forecast future passenger traffic volumes using historical travel data.,86815f19-7f14-4fa4-b28c-60935bf619c0,1,2022-03-03 04:51:00.274000+01:00
forecast future performance metrics by applying deployed machine-learning models to historical operational data.,65782da5-0cea-4f05-a6cd-628469b232d9,1,2023-05-09 12:22:13.146000+02:00
forecast future sales volumes for upcoming periods using trained machine-learning models.,6810974f-03f5-4baa-b415-354d39be8584,1,2022-08-29 14:35:18.308000+02:00
forecast future target outcomes from historical data using trained predictive models.,b70d5701-e80c-46bd-bed1-d16ed2d86288,1,2018-02-22 14:58:46.658000+01:00
forecast future trends from time-series data using predictive models.,c082ae47-ff0b-494c-85dc-6f9eef5f7cef,1,2018-11-20 17:19:48.961000+01:00
forecast future values across specified time horizons from multivariate temporal datasets.,313accd4-b7c6-4ac7-b898-cd174ea9c3b0,1,2018-11-20 10:38:34.366000+01:00
forecast future values and detect anomalies in time-series data.,39f6729e-c13d-4c9c-9310-8ff6812519e8,1,2021-06-11 12:33:23.649000+02:00
forecast future values for provided time-series datasets.,bb043b39-2e3c-47ff-a720-a20ad70c2d69,1,2018-11-19 10:28:52.665000+01:00
forecast future values from time-series datasets using predictive models.,c082ae47-ff0b-494c-85dc-6f9eef5f7cef,1,2018-11-20 17:19:48.961000+01:00
forecast future values of flexibility-pool variables across specified time horizons as time-stamped series.,fe2ec994-3665-44dd-a540-6c1ba96c29eb,1,2024-09-13 12:46:32.673000+02:00
forecast future values of key business metrics and summarize descriptive analytic findings for stakeholder consumption.,98b96b27-0c44-443c-acac-3957458c30f7,1,2019-07-16 03:02:01.947000+02:00
forecast future values of key performance indicators from large-scale datasets using trained machine-learning models.,59935f81-a12e-407e-8f94-f6721415ddf4,1,2018-02-22 21:06:56.659000+01:00
forecast future values of key performance metrics from historical time-series data.,34b55766-eccf-4834-88a3-bef5e91db810,1,2021-06-10 21:33:50.997000+02:00
forecast future values of key strategic metrics for national-association development.,c236c088-36f4-4b66-9871-e1e3bded16da,1,2023-11-10 20:34:52.196000+01:00
forecast future values of time-series datasets to provide multi-period projections for operational planning.,313accd4-b7c6-4ac7-b898-cd174ea9c3b0,1,2018-11-20 10:38:34.366000+01:00
"forecast hourly electricity demand for the next 30 days using historical consumption, weather, and calendar data.",6d6828e8-4917-4e4d-8125-71a78ef9c7ec,1,2025-01-08 18:40:41.891000+01:00
"forecast individual fan purchase and engagement behaviors using parametric, non-parametric, and discrete-choice machine-learning models.",a96d5a62-983e-4238-9a23-a1cfa94a8ac6,1,2024-01-10 15:38:20.105000+01:00
forecast item-level future sales demand for specified time horizons using predictive models that incorporate historical sales data and relevant external variables.,d6fcba69-11e2-4a99-b605-b696db2799c1,1,2022-06-02 16:42:08.113000+02:00
forecast key business metrics and output advanced analytics dashboards derived from large-scale machine-learning models running on big-data infrastructure.,9a9254ed-c57e-4028-9264-6b80823f94a5,1,2023-03-30 11:08:28.473000+02:00
forecast key business metrics for each specified use case to support data-driven decision making.,0b3e65c9-b852-483a-b7c1-973e4217a5ad,1,2019-11-28 16:49:35.062000+01:00
forecast key business performance indicators from large datasets to support strategic decision-making.,1e63e2c5-c3d0-4a90-b43a-b0b23e0c66d3,1,2018-04-10 10:31:02+02:00
forecast key business performance metrics from large-scale datasets to reveal actionable patterns.,1e63e2c5-c3d0-4a90-b43a-b0b23e0c66d3,1,2018-04-10 10:31:02+02:00
forecast key business performance metrics from large-scale datasets.,cf749ec0-baa8-42c8-ab22-0ebc4b803dca,1,2019-06-27 00:35:00.580000+02:00
forecast key business-case performance metrics across multiple simulated scenarios.,653fa515-c53e-4739-b9cc-6859a171e8b4,1,2019-08-26 04:20:06.910000+02:00
forecast key performance indicators in real time or scheduled batches using deployed machine-learning models.,00fdc1e5-4c72-47b2-a0eb-b604d030f1cb,1,2019-11-28 16:49:35.061000+01:00
forecast key target metrics from prepared datasets to deliver predictive performance reports.,3532fa40-6d94-48df-9165-b0ff18449441,1,2019-06-27 00:35:00.582000+02:00
forecast migration trends from sem datasets to inform process enhancements.,abe39638-9d6a-46d9-842f-00ab50ba9056,1,2024-05-06 17:07:49.272000+02:00
forecast migration-related variables and corresponding future service-demand volumes.,092197f8-b87e-4f6f-8e49-a1ff93b2242f,1,2021-05-21 17:31:03.811000+02:00
forecast monthly civil-aviation freight volumes from historical shipment data.,86815f19-7f14-4fa4-b28c-60935bf619c0,1,2022-03-03 04:51:00.274000+01:00
forecast near-term sku-level inventory demand to inform erp replenishment actions,4a726393-e8a7-4476-9c43-e91d42dd509b,1,2023-06-09 10:13:05.405000+02:00
forecast outcomes and recommend actions for client applications based on trained machine-learning models.,f3efc281-41a4-4d2e-a3d1-2c1fd5d0ea1c,1,2019-11-28 16:49:35.063000+01:00
forecast outcomes for multiple simulated scenarios based on varying user-defined assumptions.,d8a4820d-a7ad-435b-8526-82902a9c30ad,1,2017-04-27 13:57:05+02:00
forecast quality outcomes of dental procedures to upgrade decision-support functions within dental software.,63f682cc-a259-4680-9688-11dddcab823e,1,2021-03-15 13:48:54.745000+01:00
forecast scenario-based financial performance metrics to support business-case development,653fa515-c53e-4739-b9cc-6859a171e8b4,1,2019-08-26 04:20:06.910000+02:00
forecast short- and long-term energy demand values from historical time-series data.,8ebecf5e-9efe-48f5-a650-c9a553b714b6,1,2024-06-26 21:44:24.401000+02:00
forecast short- and long-term energy-market variables as time-series predictions for trading and planning decisions.,fe2ec994-3665-44dd-a540-6c1ba96c29eb,1,2024-09-13 12:46:32.673000+02:00
forecast specified business performance metrics for defined use cases using advanced-analytics algorithms.,0b3e65c9-b852-483a-b7c1-973e4217a5ad,1,2019-11-28 16:49:35.062000+01:00
"forecast supply-chain demand, lead times, and inventory requirements using statistical and deep-learning models.",6810974f-03f5-4baa-b415-354d39be8584,1,2022-08-29 14:35:18.308000+02:00
forecast target outcomes for each new production data record using deployed machine-learning models.,a956f957-f910-4173-b48b-197cd0d8a909,1,2020-04-28 19:04:43.611000+02:00
forecast target outcomes from large-scale datasets to produce predictive data products.,688e185c-59bf-484e-bed0-f452f5643e8c,1,2023-03-15 11:41:26.957000+01:00
forecast target variable values for incoming production data records.,4edb9146-4f16-451a-a7c7-05d5e4bcd0ec,1,2019-06-27 00:35:00.582000+02:00
forecast target variable values for new data records using trained machine-learning models.,6bb7eb47-d5d7-4971-be79-e46cfcbbe2fc,1,2022-04-19 19:37:10.451000+02:00
forecast the reachable audience size for upcoming marketing campaigns prior to launch.,3cafa8c9-f507-4462-b9f6-4c09f34a8d0d,1,2023-10-17 12:16:13.940000+02:00
forecast the remaining time (in days) until each manufactured watch is expected to be returned for after-sales service.,6a5700d6-d266-4a80-88e7-e3e8c2e252c1,1,2021-06-15 14:24:55.809000+02:00
forecast time-dependent failure probabilities for each product or component to support maintenance scheduling and warranty planning.,bd644e4d-bbe5-4608-b123-d42763601e16,1,2023-05-30 15:26:01.789000+02:00
forecast time-dependent failure probabilities to quantify product robustness across operating conditions.,47d92ac8-a8b8-463b-8a7d-abdc841569f2,1,2023-10-12 16:42:43.103000+02:00
forecast upcoming uefa match attendance to optimize ticket pricing and stadium resource allocation,c9ac2369-88c6-42a7-8f28-af45cd68e356,1,2023-11-22 19:16:21.510000+01:00
"fuse data-warehouse tables with distributed big-data sources into one scalable, query-ready analytical dataset.",8e813757-4791-4e85-bb57-c459913c7aae,1,2020-10-19 14:44:59.801000+02:00
generate and refresh star-schema tables and materialized views in the enterprise data warehouse to incorporate newly ingested data.,5663ed9c-d91f-4509-a887-6fd4c0f0289c,1,2020-09-07 00:34:21.854000+02:00
generate optimized 3d cad models for patient-specific dental restorations and orthodontic appliances.,4108406f-398a-4a89-bd00-088782062204,1,2017-06-14 09:14:38+02:00
generate optimized cnc milling toolpaths for dental prosthetics directly from 3-d cad scans.,dca9c528-94a5-4309-9373-343b6e1f93d1,1,2018-01-20 10:16:13+01:00
generate optimized cnc toolpaths from cad geometry to minimize machining time and tool wear.,cc13b0d3-7b49-4a51-9a39-25829ca27021,1,2019-11-19 09:11:48.318000+01:00
generate predictive models that forecast customer-specific business outcomes from very large datasets to guide goal-oriented decision making.,526b76ca-c4bb-474b-b03e-a8b44a602730,1,2019-11-28 16:49:35.060000+01:00
"generate ranked insight reports that highlight business-relevant patterns extracted from large, complex datasets.",d8756e31-1a37-468c-8d97-a99ce7695f43,1,2025-06-04 20:43:01.363000+02:00
generate self-service bw/4hana reports that allow users to execute and refine their own analyses,a51ca921-26a8-4f6d-91c5-80a3c9a1b461,1,2023-12-14 14:37:34.691000+01:00
generate statistical summary reports detailing passenger volume trends and demographic patterns from civil-aviation datasets.,86815f19-7f14-4fa4-b28c-60935bf619c0,1,2022-03-03 04:51:00.274000+01:00
"harmonize disparate structured and unstructured data sources into a unified, schema-aligned dataset ready for downstream analytics.",21101116-154f-48c4-8546-95616c66f2fc,1,2019-11-28 16:49:35.063000+01:00
"harvest large-scale sports, betting, and osint datasets by orchestrating api calls and web-scraping bots.",e5370c08-41c6-4a22-a409-3f00b63f3e75,1,2024-01-10 09:31:18.412000+01:00
highlight business-relevant patterns in quantitative datasets using machine-learning models.,a956f957-f910-4173-b48b-197cd0d8a909,1,2020-04-28 19:04:43.611000+02:00
identify and flag near-duplicate records across large datasets by computing hashing-based similarity scores.,d8a4820d-a7ad-435b-8526-82902a9c30ad,1,2017-04-27 13:57:05+02:00
identify and rank actionable business insights derived from advanced analytic models.,a96d5a62-983e-4238-9a23-a1cfa94a8ac6,1,2024-01-10 15:38:20.105000+01:00
identify and remove near-duplicate records within large-scale datasets using locality-sensitive hashing to output a de-duplicated data corpus,8d108c53-9348-4cef-9bb6-ccaed7e79abb,1,2018-02-22 14:58:46.658000+01:00
identify significant patterns within petabyte-scale datasets to reveal actionable trends for decision support.,4d3c7506-5753-44af-87ad-f374954db900,1,2019-06-27 00:35:00.581000+02:00
impute replacement values for missing or faulty data points within datasets.,6d6828e8-4917-4e4d-8125-71a78ef9c7ec,1,2025-01-08 18:40:41.891000+01:00
impute substitute values for missing or erroneous data points to complete the dataset.,8ebecf5e-9efe-48f5-a650-c9a553b714b6,1,2024-06-26 21:44:24.401000+02:00
index each var/glt decision with synchronized match video and contextual data to produce a centralized incident log for all competitions.,b9d1f851-a559-431e-bced-2e7f0da83287,1,2023-02-03 16:17:06.833000+01:00
ingest and classify structured and unstructured business data into standardized categories automatically.,653fa515-c53e-4739-b9cc-6859a171e8b4,1,2019-08-26 04:20:06.910000+02:00
ingest and consolidate petabyte-scale data streams into a distributed storage system for downstream use.,180b3d96-9772-438e-a857-abe72db566ea,1,2022-08-11 13:11:05.704000+02:00
"ingest and store incoming data in version-controlled, scalable repositories via reproducible pipelines to supply downstream ml models.",0b3e65c9-b852-483a-b7c1-973e4217a5ad,1,2019-11-28 16:49:35.062000+01:00
ingest and transform data from diverse sources into standardized tables within azure synapse analytics and databricks.,55dc8ec7-d7fc-49c0-9e48-7a17e738c15c,1,2022-12-13 13:08:02.166000+01:00
"ingest raw data from multiple sources, transform it into standardized, validated datasets, and serve those datasets to downstream machine-learning services on a reproducible schedule.",a956f957-f910-4173-b48b-197cd0d8a909,1,2020-04-28 19:04:43.611000+02:00
"ingest, catalog, and partition large-scale data sets into a cloud data lake/warehouse, producing organized, query-ready storage structures with accompanying metadata.",9a9254ed-c57e-4028-9264-6b80823f94a5,1,2023-03-30 11:08:28.473000+02:00
"ingest, harmonize, and load heterogeneous football data sources into uefa’s central snowflake data warehouse.",c236c088-36f4-4b66-9871-e1e3bded16da,1,2023-11-10 20:34:52.196000+01:00
"ingest, validate, and store raw source data into a scalable feature dataset that directly feeds downstream machine-learning models.",0b3e65c9-b852-483a-b7c1-973e4217a5ad,1,2019-11-28 16:49:35.062000+01:00
instantly alert the referee when a rule infraction is detected during gameplay.,b9d1f851-a559-431e-bced-2e7f0da83287,1,2023-02-03 16:17:06.833000+01:00
"integrate disparate data sources into a unified, query-optimized data warehouse for large-scale analytics",8e813757-4791-4e85-bb57-c459913c7aae,1,2020-10-19 14:44:59.801000+02:00
"integrate records from disparate source systems into a continuously updated, unified data repository.",526b76ca-c4bb-474b-b03e-a8b44a602730,1,2019-11-28 16:49:35.060000+01:00
locate and return precise gps coordinates of distress signals to emergency dispatchers in real time.,7c9cfe87-4196-44e7-bdc4-4f03c87dc0db,1,2025-05-29 05:09:44.231000+02:00
map relational patterns among entities within large-scale graph data sets.,d8a4820d-a7ad-435b-8526-82902a9c30ad,1,2017-04-27 13:57:05+02:00
"merge and harmonize datasets from multiple internal and external sources into a unified, analytics-ready data repository.",c9ac2369-88c6-42a7-8f28-af45cd68e356,1,2023-11-22 19:16:21.510000+01:00
merge heterogeneous data streams into a single standardized dataset for downstream consumption.,ed8afde5-3530-4856-a937-25808f6ab09b,1,2021-10-13 19:38:34.666000+02:00
merge internal datasets with relevant external data sources to output a fully enriched dataset for downstream use.,9a9254ed-c57e-4028-9264-6b80823f94a5,1,2023-03-30 11:08:28.473000+02:00
model key drivers of clients’ target business metrics to produce descriptive models that explain factors influencing goal attainment.,4d3c7506-5753-44af-87ad-f374954db900,1,2019-06-27 00:35:00.581000+02:00
"normalize and convert heterogeneous structured datasets into standardized, analysis-ready data files.",ed8afde5-3530-4856-a937-25808f6ab09b,1,2021-10-13 19:38:34.666000+02:00
normalize and enrich raw data streams into analysis-ready structured datasets.,39f6729e-c13d-4c9c-9310-8ff6812519e8,1,2021-06-11 12:33:23.649000+02:00
optimize 3-d dental model meshes to enhance geometric accuracy and surface smoothness.,63f682cc-a259-4680-9688-11dddcab823e,1,2021-03-15 13:48:54.745000+01:00
optimize a state-action policy that prescribes the highest-reward action for each environmental state via reinforcement learning.,526b76ca-c4bb-474b-b03e-a8b44a602730,1,2019-11-28 16:49:35.060000+01:00
optimize allocation of data across multi-tier storage layers to minimize latency and cost,753c35b5-1e4c-4439-b8fc-10ca2b5baa51,1,2022-05-31 10:02:38.718000+02:00
optimize an action policy that prescribes the highest-utility next step at each point in a sequence of decisions.,79dd79ae-a7c2-4db0-8b72-17c626c26cbe,1,2019-06-27 21:42:07.276000+02:00
optimize and output cnc tool-paths for milling machines to fabricate custom dental prosthetics.,cc13b0d3-7b49-4a51-9a39-25829ca27021,1,2019-11-19 09:11:48.318000+01:00
optimize and output machine-ready toolpaths or 3-d-printer build files for custom dental parts.,4108406f-398a-4a89-bd00-088782062204,1,2017-06-14 09:14:38+02:00
optimize cad/cam toolpaths to reduce dimensional inaccuracies,cc13b0d3-7b49-4a51-9a39-25829ca27021,1,2019-11-19 09:11:48.318000+01:00
optimize client business-process workflows to enhance efficiency using continuously trained machine-learning models.,1f26d538-dfb8-409d-8f9a-2a6818e8c18b,1,2017-06-28 18:13:06+02:00
optimize cloud resource allocation and autoscaling parameters for analytic workloads on google cloud platform to sustain target performance and cost efficiency.,d8756e31-1a37-468c-8d97-a99ce7695f43,1,2025-06-04 20:43:01.363000+02:00
optimize cnc tool paths for milling dental restorations to minimize machining time while ensuring prescribed surface quality and dimensional accuracy.,63f682cc-a259-4680-9688-11dddcab823e,1,2021-03-15 13:48:54.745000+01:00
optimize cnc tool-path parameters and feed-rate schedules to automatically reduce cycle time while maintaining specified geometric tolerances.,4e787ea1-a8f7-4b96-9d47-791cb7131104,1,2017-05-31 09:12:57+02:00
optimize cnc toolpaths to minimize machining time within the cad/cam workflow.,cc13b0d3-7b49-4a51-9a39-25829ca27021,1,2019-11-19 09:11:48.318000+01:00
optimize decision policies by learning policy parameters from interaction data via reinforcement learning.,4d3c7506-5753-44af-87ad-f374954db900,1,2019-06-27 00:35:00.581000+02:00
optimize hyperparameters and compute resource allocation to reduce training time for dental machine-learning models.,0cbd7e24-fd57-4557-9c14-c6e511769cc2,1,2024-12-06 17:42:16.657000+01:00
optimize model parameters to improve prediction accuracy based on new training data.,6bb7eb47-d5d7-4971-be79-e46cfcbbe2fc,1,2022-04-19 19:37:10.451000+02:00
optimize real-time control action sequences for dynamic system operation using reinforcement-learned policies.,79dd79ae-a7c2-4db0-8b72-17c626c26cbe,1,2019-06-27 21:42:07.276000+02:00
optimize real-time control set-points for decentralized flexibility assets to balance supply and demand across the energy network.,6d6828e8-4917-4e4d-8125-71a78ef9c7ec,1,2025-01-08 18:40:41.891000+01:00
"optimize water-distribution network configurations by simulating hydraulic performance and recommending pipe diameters, valve settings, and pump schedules that minimize pressure loss, leakage, and energy cost.",0d03cf16-e798-4342-9a5a-cc7bdfc5ac38,1,2019-07-12 07:20:32.419000+02:00
orchestrate and route end-to-end digital business workflow tasks across systems according to predefined bpm rules.,151124a3-5d15-4ccf-860d-b4f54eb0896e,1,2020-08-04 15:50:20.454000+02:00
"orchestrate end-to-end data extraction, transformation, and loading workflows across multiple source and target systems.",5663ed9c-d91f-4509-a887-6fd4c0f0289c,1,2020-09-07 00:34:21.854000+02:00
orchestrate end-to-end task sequences that pass data and execution commands between disparate enterprise applications to complete business workflows automatically.,79dd79ae-a7c2-4db0-8b72-17c626c26cbe,1,2019-06-27 21:42:07.276000+02:00
"orchestrate unified, end-to-end workflow pipelines that automatically synchronize and trigger tasks across multiple disparate source systems.",4d3c7506-5753-44af-87ad-f374954db900,1,2019-06-27 00:35:00.581000+02:00
"output a cleaned, validated, and standardized dataset by detecting anomalies, imputing missing values, and reformatting raw data for downstream analytics.",c082ae47-ff0b-494c-85dc-6f9eef5f7cef,1,2018-11-20 17:19:48.961000+01:00
"output a corrected, de-duplicated dataset that resolves data entry errors and value inconsistencies for downstream analytics.",3ae47cf6-96ed-497d-89e0-86984c0807b8,1,2019-11-28 16:49:35.061000+01:00
output optimized action plans predicted to maximize each customer’s specified business objective,79dd79ae-a7c2-4db0-8b72-17c626c26cbe,1,2019-06-27 21:42:07.276000+02:00
output optimized spatial nesting layouts for multiple dental parts to maximize material usage and machining efficiency.,cc13b0d3-7b49-4a51-9a39-25829ca27021,1,2019-11-19 09:11:48.318000+01:00
output trained predictive models that forecast customer outcomes from ingested customer data.,4a726393-e8a7-4476-9c43-e91d42dd509b,1,2023-06-09 10:13:05.405000+02:00
overlay patient-specific 3d dental models onto live real-world views to guide clinical and laboratory procedures.,4108406f-398a-4a89-bd00-088782062204,1,2017-06-14 09:14:38+02:00
overlay patient-specific 3d dental models onto real-time camera feeds to create augmented-reality visualizations of oral structures.,9b5bc1d8-197d-49d5-a2db-2f643de2450f,1,2025-01-16 12:01:03.872000+01:00
overlay patient-specific dental anatomy and treatment guidance onto the dentist’s live intra-oral video feed in real time.,0cbd7e24-fd57-4557-9c14-c6e511769cc2,1,2024-12-06 17:42:16.657000+01:00
overlay real-time augmented-reality guidance cues onto live intraoral video feeds to assist dental procedures.,dca9c528-94a5-4309-9373-343b6e1f93d1,1,2018-01-20 10:16:13+01:00
"partition and store petabyte-scale datasets across distributed nodes to enable fault-tolerant, parallel computation.",c9b1fcab-0cc4-4718-a8a9-3b4bf2445a5d,1,2022-08-11 13:11:05.680000+02:00
populate and refresh interactive performance dashboards for decision makers in real time.,988d98c6-7cd2-4dc0-a0fc-882635c21762,1,2018-11-08 15:54:08.405000+01:00
populate and update metadata fields for digital assets.,5663ed9c-d91f-4509-a887-6fd4c0f0289c,1,2020-09-07 00:34:21.854000+02:00
populate business-intelligence platforms with curated datasets on a scheduled or event-triggered cadence.,c4deee69-4625-4993-8135-ee9271f70386,1,2023-09-25 10:53:56.845000+02:00
"populate standardized client profiles by extracting submitted documents, verifying identity information, and scoring onboarding risk for immediate account activation.",c7abbf2a-0b43-4a42-a670-b406b0f881dd,1,2020-07-27 16:51:00.883000+02:00
"populate structured tables with consolidated fan-related data extracted from multiple non-tabular sources (apis, json) across channels.",a96d5a62-983e-4238-9a23-a1cfa94a8ac6,1,2024-01-10 15:38:20.105000+01:00
"populate the target data repository by automatically extracting, transforming, and loading datasets from heterogeneous source systems.",8e813757-4791-4e85-bb57-c459913c7aae,1,2020-10-19 14:44:59.801000+02:00
predict outcome probabilities for incoming data streams in real time or scheduled batches using deployed machine-learning models.,00fdc1e5-4c72-47b2-a0eb-b604d030f1cb,1,2019-11-28 16:49:35.061000+01:00
predict outcomes for each incoming production data record in real time.,cf749ec0-baa8-42c8-ab22-0ebc4b803dca,1,2019-06-27 00:35:00.580000+02:00
predict outcomes for incoming data streams and scheduled data batches using deployed machine-learning models.,39dab1b1-f039-4e66-8da7-6aa9086dde85,1,2019-06-27 21:42:07.276000+02:00
predict target outcomes in real time by executing and serving machine-learning models built by data scientists.,8e813757-4791-4e85-bb57-c459913c7aae,1,2020-10-19 14:44:59.801000+02:00
predict target outcomes in real time for each incoming data record during operational deployment.,5663ed9c-d91f-4509-a887-6fd4c0f0289c,1,2020-09-07 00:34:21.854000+02:00
predict target variable values for supplied datasets using python-based machine-learning models.,8ecadb6f-b6b9-4e7a-86be-6898501fce45,1,2025-04-14 21:01:50.632000+02:00
prioritize and transmit geolocated sensor readings and contextual environmental data to search-and-rescue teams in real time during emergency operations.,7c9cfe87-4196-44e7-bdc4-4f03c87dc0db,1,2025-05-29 05:09:44.231000+02:00
"produce a cleaned, normalized, and feature-engineered dataset ready for downstream analytics and machine-learning modeling",00fdc1e5-4c72-47b2-a0eb-b604d030f1cb,1,2019-11-28 16:49:35.061000+01:00
